"Ship_Mode","Segment","City","State","Sub_Category","diff_in_days","Sales","Quantity","Discount","Profit"
"Standard Class","Corporate","New York City","New York","Tables",5,481.176,2,0.4,-120.294
"Second Class","Consumer","Cranston","Rhode Island","Furnishings",2,17.67,3,0,7.7748
"Standard Class","Consumer","Columbus","Indiana","Phones",4,50.97,3,0,13.2522
"First Class","Corporate","Sandy Springs","Georgia","Phones",1,34.75,5,0,15.6375
"Standard Class","Consumer","Ontario","California","Chairs",5,283.92,5,0.2,-46.137
"Standard Class","Corporate","Los Angeles","California","Chairs",6,279.456,6,0.2,20.9592
"Standard Class","Home Office","Columbia","Tennessee","Binders",7,18.24,2,0.7,-14.592
"Standard Class","Home Office","Seattle","Washington","Art",5,13.9,5,0,5.56
"Standard Class","Corporate","Green Bay","Wisconsin","Furnishings",4,18.96,2,0,7.584
"Standard Class","Consumer","Lafayette","Louisiana","Machines",4,479.97,3,0,239.985
"Second Class","Consumer","Baltimore","Maryland","Binders",5,12.76,2,0,5.8696
"Standard Class","Consumer","New York City","New York","Accessories",4,390.75,5,0,171.93
"Second Class","Corporate","Jacksonville","Florida","Chairs",3,218.352,3,0.2,-19.1058
"Standard Class","Corporate","York","Pennsylvania","Paper",5,65.584,2,0.2,23.7742
"Standard Class","Consumer","Fayetteville","Arkansas","Envelopes",4,105.42,2,0,51.6558
"Standard Class","Consumer","Atlanta","Georgia","Accessories",4,67.8,4,0,4.068
"Standard Class","Corporate","San Francisco","California","Furnishings",4,16.02,6,0,6.0876
"Standard Class","Consumer","New York City","New York","Appliances",6,121.94,2,0,35.3626
"Second Class","Consumer","Glenview","Illinois","Phones",4,158.376,3,0.2,13.8579
"Standard Class","Consumer","Nashville","Tennessee","Furnishings",4,44.76,3,0.2,14.547
"Second Class","Corporate","New York City","New York","Furnishings",5,9.94,2,0,3.0814
"Second Class","Consumer","Springfield","Missouri","Appliances",5,24.18,2,0,7.254
"Second Class","Consumer","San Francisco","California","Storage",2,340.92,3,0,3.4092
"Standard Class","Corporate","Los Angeles","California","Chairs",7,230.28,3,0.2,23.028
"Standard Class","Consumer","Mcallen","Texas","Binders",5,4.752,4,0.8,-8.316
"Standard Class","Consumer","Los Angeles","California","Furnishings",6,19.96,2,0,5.5888
"Second Class","Consumer","Seattle","Washington","Binders",2,6.88,1,0.2,2.322
"Standard Class","Consumer","New York City","New York","Fasteners",7,8.72,4,0,3.5752
"Standard Class","Consumer","Philadelphia","Pennsylvania","Phones",4,122.382,3,0.4,-24.4764
"Standard Class","Consumer","Seattle","Washington","Paper",4,33.9,5,0,15.594
"Standard Class","Home Office","Moreno Valley","California","Fasteners",4,7.86,3,0,3.6156
"Standard Class","Consumer","Westminster","California","Binders",4,11.952,3,0.2,4.1832
"First Class","Consumer","Chicago","Illinois","Labels",1,11.52,5,0.2,4.176
"First Class","Consumer","Perth Amboy","New Jersey","Binders",3,315.98,1,0,148.5106
"First Class","Consumer","New York City","New York","Storage",3,41.96,2,0,2.9372
"First Class","Corporate","Skokie","Illinois","Binders",3,2.304,4,0.8,-3.5712
"Standard Class","Consumer","Long Beach","California","Fasteners",5,5.43,3,0,1.7919
"First Class","Home Office","Shelton","Connecticut","Accessories",2,59.97,3,0,14.9925
"Standard Class","Corporate","Clinton","Maryland","Labels",5,15.66,6,0,7.2036
"Second Class","Consumer","Springfield","Virginia","Art",5,5.56,2,0,1.4456
"First Class","Home Office","Troy","Ohio","Binders",3,5.715,5,0.7,-4.7625
"Standard Class","Corporate","Long Beach","New York","Binders",6,24.448,2,0.2,8.8624
"Second Class","Corporate","Houston","Texas","Accessories",3,134.376,3,0.2,6.7188
"Standard Class","Consumer","Houston","Texas","Art",5,3.44,2,0.2,0.559
"Standard Class","Home Office","Lakeland","Florida","Furnishings",5,45.696,3,0.2,5.1408
"Standard Class","Home Office","Los Angeles","California","Binders",4,5.104,1,0.2,1.6588
"Standard Class","Consumer","Quincy","Massachusetts","Paper",4,14.94,3,0,7.0218
"Standard Class","Consumer","Charlotte","North Carolina","Storage",5,67.344,6,0.2,7.5762
"Standard Class","Corporate","Mesa","Arizona","Paper",4,86.272,4,0.2,31.2736
"First Class","Consumer","Seattle","Washington","Paper",3,4.98,1,0,2.3406
"Standard Class","Consumer","Texas City","Texas","Tables",4,102.438,1,0.3,-13.1706
"Standard Class","Home Office","Mesa","Arizona","Paper",5,44.784,1,0.2,16.2342
"Standard Class","Consumer","Minneapolis","Minnesota","Binders",4,43.98,2,0,21.99
"Standard Class","Consumer","Salem","Oregon","Paper",4,10.368,2,0.2,3.6288
"Standard Class","Consumer","Chicago","Illinois","Art",7,54.208,14,0.2,8.8088
"Standard Class","Corporate","Fremont","Nebraska","Binders",4,53.9,5,0,25.872
"Standard Class","Corporate","Philadelphia","Pennsylvania","Binders",4,2.556,3,0.7,-1.7892
"Same Day","Consumer","Columbus","Ohio","Furnishings",0,51.264,6,0.2,7.6896
"Standard Class","Consumer","New York City","New York","Paper",5,146.73,3,0,68.9631
"Second Class","Consumer","New York City","New York","Binders",3,33.568,2,0.2,11.7488
"Standard Class","Corporate","Providence","Rhode Island","Tables",3,493.92,7,0.3,-28.224
"Standard Class","Consumer","Indianapolis","Indiana","Labels",4,133.2,9,0,66.6
"Standard Class","Corporate","Brentwood","California","Storage",7,540.57,3,0,140.5482
"Standard Class","Corporate","San Antonio","Texas","Chairs",6,797.944,4,0.3,-56.996
"First Class","Corporate","San Francisco","California","Bookcases",2,482.664,8,0.15,85.176
"Standard Class","Consumer","Richmond","Kentucky","Chairs",6,70.98,1,0,4.9686
"Standard Class","Consumer","San Francisco","California","Furnishings",4,85.44,3,0,31.6128
"Standard Class","Consumer","Ormond Beach","Florida","Binders",6,2.808,3,0.7,-1.9656
"Standard Class","Corporate","Grand Prairie","Texas","Paper",6,20.016,3,0.2,6.255
"Same Day","Home Office","Jacksonville","Florida","Accessories",0,255.968,4,0.2,31.996
"Standard Class","Corporate","Mcallen","Texas","Storage",5,8.928,2,0.2,0.6696
"Standard Class","Corporate","Springfield","Oregon","Storage",6,718.64,10,0.2,-161.694
"Standard Class","Consumer","Middletown","Connecticut","Paper",6,7.78,1,0,3.501
"Standard Class","Consumer","Appleton","Wisconsin","Accessories",5,1649.75,5,0,544.4175
"Standard Class","Corporate","Mesquite","Texas","Accessories",4,5.544,7,0.2,1.6632
"First Class","Consumer","Lancaster","Ohio","Paper",3,78.304,2,0.2,29.364
"Standard Class","Home Office","San Diego","California","Envelopes",5,124.46,2,0,58.4962
"First Class","Home Office","Harrisonburg","Virginia","Binders",1,62.31,3,0,29.2857
"Second Class","Home Office","Chicago","Illinois","Furnishings",4,14.224,2,0.6,-10.3124
"Standard Class","Corporate","Philadelphia","Pennsylvania","Binders",5,64.2,5,0.7,-44.94
"Second Class","Consumer","New York City","New York","Phones",5,1799.75,5,0,539.925
"Standard Class","Consumer","New York City","New York","Binders",5,106.344,7,0.2,37.2204
"Second Class","Home Office","Raleigh","North Carolina","Furnishings",4,18.624,8,0.2,6.2856
"Standard Class","Consumer","Bellevue","Washington","Furnishings",5,20.24,1,0,7.8936
"Standard Class","Consumer","Houston","Texas","Appliances",4,2.264,1,0.8,-5.2072
"Standard Class","Corporate","New York City","New York","Tables",4,53.316,2,0.4,-19.5492
"Standard Class","Home Office","New York City","New York","Binders",5,10.752,4,0.2,3.36
"Second Class","Home Office","Midland","Michigan","Envelopes",4,15.28,2,0,7.4872
"Standard Class","Consumer","New York City","New York","Binders",6,13.128,3,0.2,4.2666
"First Class","Home Office","Salem","Oregon","Binders",3,45.24,4,0.7,-30.16
"Standard Class","Home Office","Providence","Rhode Island","Accessories",7,1687.8,4,0,742.632
"Standard Class","Consumer","Austin","Texas","Storage",5,13.72,1,0.2,1.2005
"Standard Class","Consumer","Dallas","Texas","Binders",4,21.38,5,0.8,-33.139
"Second Class","Corporate","Cary","North Carolina","Fasteners",4,8.376,3,0.2,2.7222
"Standard Class","Consumer","Monroe","Louisiana","Paper",5,32.4,5,0,15.552
"Standard Class","Consumer","Jonesboro","Arkansas","Bookcases",7,638.82,9,0,172.4814
"Standard Class","Consumer","New York City","New York","Paper",6,17.64,4,0,8.1144
"Second Class","Corporate","Asheville","North Carolina","Binders",2,19.008,8,0.7,-12.672
"Standard Class","Consumer","Richmond","Virginia","Paper",5,21.84,3,0,10.92
"Standard Class","Consumer","Los Angeles","California","Binders",5,43.584,12,0.2,15.7992
"Second Class","Corporate","Dover","Delaware","Furnishings",5,211.96,2,0,42.392
"Second Class","Home Office","Chicago","Illinois","Chairs",4,569.058,3,0.3,-178.8468
"Standard Class","Corporate","Woonsocket","Rhode Island","Storage",4,51.45,3,0,13.8915
"Standard Class","Consumer","San Diego","California","Binders",6,13.76,2,0.2,4.644
"First Class","Consumer","Toledo","Ohio","Accessories",2,127.984,2,0.2,25.5968
"Second Class","Corporate","Phoenix","Arizona","Appliances",2,325.632,6,0.2,28.4928
"First Class","Corporate","Pasadena","Texas","Chairs",2,1024.716,6,0.3,-29.2776
"Standard Class","Home Office","Niagara Falls","New York","Art",6,17.28,6,0,5.0112
"First Class","Consumer","Mansfield","Texas","Tables",2,517.405,5,0.3,-81.3065
"Second Class","Corporate","Warwick","Rhode Island","Paper",2,12.96,2,0,6.2208
"Second Class","Consumer","New York City","New York","Envelopes",5,17.94,3,0,8.7906
"Standard Class","Consumer","Wichita","Kansas","Appliances",4,81.96,2,0,22.9488
"Same Day","Consumer","Raleigh","North Carolina","Phones",0,863.928,9,0.2,86.3928
"First Class","Consumer","Los Angeles","California","Furnishings",3,10.11,3,0,3.2352
"Standard Class","Consumer","Chattanooga","Tennessee","Accessories",4,95.976,3,0.2,15.5961
"Standard Class","Consumer","Los Angeles","California","Chairs",4,393.568,4,0.2,-44.2764
"Second Class","Consumer","Long Beach","California","Supplies",4,7.3,2,0,2.19
"Standard Class","Consumer","Costa Mesa","California","Furnishings",4,29.22,3,0,12.8568
"Standard Class","Home Office","Charlotte","North Carolina","Binders",4,50.454,6,0.7,-33.636
"Second Class","Corporate","New York City","New York","Bookcases",4,46.384,1,0.2,1.1596
"Standard Class","Home Office","Dallas","Texas","Storage",4,342.864,3,0.2,38.5722
"Same Day","Consumer","Los Angeles","California","Storage",0,77.88,2,0,3.894
"First Class","Home Office","Aurora","Illinois","Tables",3,796.425,7,0.5,-525.6405
"First Class","Consumer","Buffalo","New York","Chairs",2,63.882,1,0.1,10.647
"Second Class","Consumer","Keller","Texas","Labels",4,6,2,0.2,2.1
"Second Class","Corporate","Henderson","Kentucky","Storage",3,59.92,4,0,16.7776
"Second Class","Consumer","Houston","Texas","Paper",2,4.832,1,0.2,1.6308
"Second Class","Corporate","Dallas","Texas","Phones",5,492.768,4,0.2,55.4364
"Standard Class","Corporate","Chicago","Illinois","Accessories",4,100.8,2,0.2,21.42
"Standard Class","Corporate","Houston","Texas","Furnishings",4,21.936,2,0.6,-10.4196
"Standard Class","Corporate","Miami","Florida","Furnishings",5,50.496,6,0.2,8.2056
"Standard Class","Corporate","Arlington","Texas","Paper",5,15.696,3,0.2,5.1012
"Standard Class","Corporate","Chicago","Illinois","Phones",5,180.96,5,0.2,13.572
"Standard Class","Consumer","New York City","New York","Binders",4,3.64,1,0.2,1.365
"Standard Class","Consumer","New York City","New York","Envelopes",7,167.96,2,0,78.9412
"Second Class","Corporate","Los Angeles","California","Storage",3,276.28,2,0,0
"Standard Class","Consumer","Los Angeles","California","Binders",5,18.504,3,0.2,5.7825
"Second Class","Consumer","Pleasant Grove","Utah","Binders",5,13.184,1,0.2,4.7792
"Second Class","Consumer","Fargo","North Dakota","Art",2,21.5,10,0,7.095
"First Class","Corporate","Los Angeles","California","Binders",1,7.184,2,0.2,2.245
"First Class","Corporate","Suffolk","Virginia","Appliances",2,179.94,3,0,50.3832
"Same Day","Corporate","Philadelphia","Pennsylvania","Machines",0,341.991,3,0.7,-319.1916
"Standard Class","Consumer","San Francisco","California","Storage",6,104.28,3,0,26.07
"Standard Class","Home Office","Philadelphia","Pennsylvania","Paper",5,16.448,2,0.2,5.5512
"Second Class","Corporate","Henderson","Kentucky","Chairs",3,975.92,4,0,292.776
"Standard Class","Consumer","Paterson","New Jersey","Furnishings",6,12.99,1,0,1.5588
"Standard Class","Consumer","Philadelphia","Pennsylvania","Art",4,86.304,6,0.2,9.7092
"Second Class","Consumer","Cincinnati","Ohio","Accessories",2,119.96,5,0.2,35.988
"Standard Class","Consumer","Wilmington","Delaware","Art",7,5.68,2,0,1.7608
"Standard Class","Corporate","San Francisco","California","Furnishings",7,39.88,2,0,11.1664
"Standard Class","Consumer","Anaheim","California","Phones",5,302.376,3,0.2,22.6782
"Same Day","Consumer","Seattle","Washington","Chairs",0,177.568,2,0.2,8.8784
"Standard Class","Corporate","Rochester","New York","Phones",6,35.88,3,0,10.0464
"Standard Class","Consumer","Austin","Texas","Accessories",5,55.2,1,0.2,-2.07
"First Class","Consumer","New York City","New York","Furnishings",3,6.16,2,0,2.9568
"Standard Class","Consumer","Chicago","Illinois","Binders",4,3.208,2,0.8,-5.2932
"Standard Class","Corporate","Tucson","Arizona","Furnishings",5,238.152,3,0.2,89.307
"Standard Class","Consumer","Lancaster","California","Chairs",4,348.928,2,0.2,34.8928
"Standard Class","Consumer","Miami","Florida","Storage",7,17.44,2,0.2,1.308
"Second Class","Home Office","Los Angeles","California","Storage",5,158.9,5,0,7.945
"First Class","Corporate","Los Angeles","California","Labels",2,14.62,2,0,6.8714
"Standard Class","Consumer","Detroit","Michigan","Binders",4,26.4,5,0,12.672
"First Class","Consumer","Jacksonville","North Carolina","Envelopes",1,21.744,1,0.2,7.3386
"Standard Class","Home Office","Columbus","Georgia","Accessories",6,71.98,2,0,15.1158
"Same Day","Consumer","Freeport","New York","Chairs",0,102.582,1,0.1,6.8388
"Standard Class","Consumer","Lawrence","Massachusetts","Paper",5,19.44,3,0,9.3312
"Standard Class","Home Office","Smyrna","Georgia","Art",4,140.75,5,0,42.225
"Standard Class","Consumer","Detroit","Michigan","Binders",4,403.68,6,0,181.656
"Standard Class","Home Office","Roseville","Minnesota","Storage",4,795.51,3,0,143.1918
"First Class","Corporate","Smyrna","Tennessee","Chairs",2,643.136,4,0.2,56.2744
"Second Class","Corporate","Houston","Texas","Machines",2,2519.958,7,0.4,-251.9958
"Same Day","Consumer","Pomona","California","Furnishings",0,31.56,3,0,10.4148
"Standard Class","Corporate","Memphis","Tennessee","Labels",7,18.432,8,0.2,5.9904
"Standard Class","Consumer","Salem","Virginia","Bookcases",6,302.94,3,0,69.6762
"Standard Class","Consumer","New York City","New York","Art",6,38.82,6,0,17.469
"First Class","Consumer","Seattle","Washington","Fasteners",3,2.96,2,0,1.4208
"Standard Class","Consumer","Seattle","Washington","Furnishings",4,6.24,3,0,2.6208
"Standard Class","Home Office","Los Angeles","California","Art",6,6.72,4,0,3.36
"Standard Class","Consumer","Philadelphia","Pennsylvania","Binders",4,1.944,3,0.7,-1.4256
"Second Class","Consumer","Georgetown","Kentucky","Appliances",2,195.68,4,0,50.8768
"Standard Class","Corporate","Chicago","Illinois","Storage",6,82.368,2,0.2,-19.5624
"Standard Class","Home Office","Norwich","Connecticut","Furnishings",7,22.2,6,0,9.102
"Standard Class","Corporate","Newark","Ohio","Labels",5,6.912,3,0.2,2.5056
"Standard Class","Home Office","New York City","New York","Storage",4,83.56,4,0,1.6712
"Standard Class","Consumer","Springfield","Missouri","Storage",5,242.94,3,0,4.8588
"Standard Class","Home Office","Minneapolis","Minnesota","Tables",7,692.94,3,0,173.235
"Second Class","Consumer","Jupiter","Florida","Art",5,2.064,1,0.2,0.1548
"Second Class","Consumer","Chicago","Illinois","Binders",4,4.788,3,0.8,-7.9002
"First Class","Consumer","Columbus","Indiana","Appliances",3,61.44,3,0,16.5888
"Standard Class","Home Office","League City","Texas","Paper",4,16.032,3,0.2,5.6112
"Standard Class","Consumer","San Francisco","California","Bookcases",4,359.499,3,0.15,-29.6058
"Standard Class","Consumer","New York City","New York","Accessories",6,59.97,3,0,20.3898
"Same Day","Consumer","Dallas","Texas","Paper",0,15.552,3,0.2,5.4432
"Second Class","Consumer","Florence","Alabama","Supplies",2,7.27,1,0,1.9629
"Second Class","Consumer","Oakland","California","Storage",3,8.94,3,0,0.6258
"First Class","Home Office","Philadelphia","Pennsylvania","Supplies",2,10.304,1,0.2,-2.1896
"Second Class","Home Office","Sterling Heights","Michigan","Art",2,79.36,4,0,20.6336
"Standard Class","Corporate","Dallas","Texas","Envelopes",7,15.84,2,0.2,5.544
"Standard Class","Consumer","Seattle","Washington","Phones",4,249.584,2,0.2,15.599
"Standard Class","Consumer","Tempe","Arizona","Storage",5,10.744,1,0.2,0.8058
"Second Class","Consumer","San Francisco","California","Accessories",5,99.99,1,0,37.9962
"Standard Class","Consumer","Oklahoma City","Oklahoma","Phones",5,461.97,3,0,133.9713
"First Class","Corporate","San Diego","California","Labels",1,50.12,4,0,23.5564
"Standard Class","Consumer","Newark","Ohio","Furnishings",6,77.6,5,0.2,28.13
"Standard Class","Corporate","Los Angeles","California","Paper",6,55.48,1,0,26.6304
"Standard Class","Consumer","Columbus","Georgia","Phones",5,2939.93,7,0,764.3818
"First Class","Consumer","Arlington","Texas","Art",2,8.928,2,0.2,0.558
"Standard Class","Consumer","Houston","Texas","Accessories",4,18.392,1,0.2,5.2877
"Second Class","Corporate","Provo","Utah","Storage",4,261.74,2,0,65.435
"Second Class","Consumer","El Paso","Texas","Storage",2,372.144,3,0.2,27.9108
"Standard Class","Home Office","Harrisonburg","Virginia","Furnishings",4,39.96,2,0,14.3856
"Second Class","Corporate","Houston","Texas","Phones",3,453.576,3,0.2,39.6879
"Same Day","Consumer","Columbus","Ohio","Machines",0,101.994,2,0.7,-71.3958
"Second Class","Consumer","New York City","New York","Chairs",3,664.146,6,0.1,88.5528
"Standard Class","Home Office","Dallas","Texas","Envelopes",7,4.464,1,0.2,1.674
"Second Class","Corporate","Detroit","Michigan","Chairs",2,3504.9,5,0,700.98
"Standard Class","Consumer","Baltimore","Maryland","Paper",6,116.28,3,0,56.9772
"Second Class","Consumer","Encinitas","California","Accessories",5,119.98,2,0,57.5904
"Standard Class","Home Office","Philadelphia","Pennsylvania","Phones",4,431.94,2,0.4,-71.99
"Second Class","Consumer","San Francisco","California","Storage",3,352.38,2,0,81.0474
"Standard Class","Consumer","Pembroke Pines","Florida","Appliances",7,5.2,2,0.2,0.585
"Standard Class","Corporate","Chicago","Illinois","Furnishings",4,34.504,2,0.6,-15.5268
"Standard Class","Home Office","Gastonia","North Carolina","Accessories",6,408.744,7,0.2,76.6395
"Same Day","Consumer","Spokane","Washington","Art",1,23.84,8,0,6.4368
"Standard Class","Home Office","Jackson","Michigan","Storage",6,26.86,2,0,6.715
"Standard Class","Consumer","San Francisco","California","Appliances",7,160.96,2,0,48.288
"Standard Class","Corporate","Chicago","Illinois","Storage",5,102.336,4,0.2,-12.792
"Standard Class","Home Office","Dallas","Texas","Binders",7,6.888,3,0.8,-11.0208
"Second Class","Consumer","Fremont","Nebraska","Paper",3,33.9,5,0,15.594
"Standard Class","Consumer","New York City","New York","Binders",4,9.728,2,0.2,3.2832
"Standard Class","Consumer","New York City","New York","Phones",5,84.95,5,0,22.087
"Standard Class","Consumer","San Francisco","California","Accessories",6,167.97,3,0,40.3128
"Second Class","Consumer","Cleveland","Ohio","Chairs",2,181.986,2,0.3,-54.5958
"Standard Class","Home Office","Santa Barbara","California","Fasteners",4,1.81,1,0,0.6516
"Standard Class","Corporate","Sioux Falls","South Dakota","Appliances",5,416.32,2,0,112.4064
"Standard Class","Corporate","Chicago","Illinois","Furnishings",4,94.428,3,0.6,-42.4926
"Standard Class","Consumer","Philadelphia","Pennsylvania","Accessories",5,40.776,3,0.2,0.5097
"Standard Class","Home Office","Sheboygan","Wisconsin","Storage",6,14.97,1,0,4.1916
"Standard Class","Consumer","Memphis","Tennessee","Storage",5,243.92,5,0.2,-54.882
"First Class","Consumer","Hollywood","Florida","Paper",2,91.36,5,0.2,29.692
"Standard Class","Consumer","Highland Park","Illinois","Phones",7,153.584,2,0.2,13.4386
"Standard Class","Consumer","Georgetown","Kentucky","Storage",4,129.92,4,0,5.1968
"First Class","Home Office","Fort Collins","Colorado","Furnishings",1,98.328,3,0.2,9.8328
"Second Class","Consumer","Seattle","Washington","Binders",2,14.952,3,0.2,5.4201
"Standard Class","Consumer","East Orange","New Jersey","Accessories",4,31.8,3,0,13.674
"Standard Class","Consumer","New York City","New York","Paper",5,32.4,5,0,15.552
"Standard Class","Corporate","Los Angeles","California","Fasteners",4,11.34,3,0,5.2164
"Standard Class","Consumer","Round Rock","Texas","Accessories",5,41.72,7,0.2,5.7365
"Standard Class","Corporate","Dallas","Texas","Appliances",4,48.632,2,0.8,-121.58
"First Class","Corporate","Seattle","Washington","Tables",3,892.98,2,0,80.3682
"Second Class","Corporate","Bossier City","Louisiana","Storage",2,572.58,6,0,34.3548
"Second Class","Corporate","Inglewood","California","Chairs",2,230.28,3,0.2,23.028
"Standard Class","Consumer","Fayetteville","North Carolina","Furnishings",6,14.272,8,0.2,4.2816
"Standard Class","Consumer","Houston","Texas","Binders",4,1.188,1,0.8,-1.9602
"First Class","Consumer","Dublin","Ohio","Binders",2,3.798,2,0.7,-2.6586
"Standard Class","Home Office","San Francisco","California","Binders",5,39.92,5,0.2,13.473
"Second Class","Consumer","Miami","Florida","Tables",4,174.0585,3,0.45,-110.7645
"Standard Class","Consumer","Los Angeles","California","Tables",4,568.728,3,0.2,28.4364
"Standard Class","Consumer","Edmond","Oklahoma","Phones",4,944.93,7,0,236.2325
"Standard Class","Consumer","Columbus","Georgia","Storage",4,675.06,3,0,87.7578
"Standard Class","Consumer","Clinton","Maryland","Binders",5,153.36,9,0,70.5456
"Standard Class","Consumer","San Clemente","California","Binders",4,18.088,7,0.2,6.5569
"Standard Class","Home Office","Columbus","Ohio","Binders",4,7.488,8,0.7,-5.2416
"First Class","Corporate","New York City","New York","Binders",3,1087.936,8,0.2,353.5792
"Standard Class","Consumer","San Antonio","Texas","Accessories",4,106.08,6,0.2,-9.282
"Standard Class","Consumer","New York City","New York","Paper",6,13.76,2,0,6.3296
"Second Class","Consumer","Louisville","Kentucky","Binders",3,12.53,1,0,5.8891
"Standard Class","Corporate","San Francisco","California","Accessories",6,166.16,8,0,59.8176
"Standard Class","Corporate","Phoenix","Arizona","Paper",4,419.4,5,0.2,146.79
"First Class","Corporate","Arlington","Virginia","Storage",2,56.45,5,0,14.677
"Standard Class","Corporate","Des Moines","Iowa","Binders",6,32.35,5,0,16.175
"First Class","Consumer","New York City","New York","Storage",1,182.94,3,0,3.6588
"Standard Class","Consumer","Jackson","Tennessee","Chairs",4,209.568,2,0.2,-23.5764
"Standard Class","Consumer","Colorado Springs","Colorado","Paper",5,27.696,3,0.2,9.6936
"Standard Class","Consumer","Charlotte","North Carolina","Storage",5,704.76,5,0.2,26.4285
"First Class","Corporate","Mason","Ohio","Binders",2,22.428,3,0.7,-17.9424
"Standard Class","Corporate","San Antonio","Texas","Storage",4,27.056,2,0.2,2.3674
"Standard Class","Consumer","Tampa","Florida","Furnishings",6,54.528,3,0.2,14.3136
"Standard Class","Consumer","Lawrence","Massachusetts","Tables",5,194.25,2,0.3,-38.85
"Same Day","Consumer","Houston","Texas","Paper",0,21.12,5,0.2,6.6
"Standard Class","Corporate","Springfield","Virginia","Phones",4,3499.93,7,0,909.9818
"First Class","Consumer","Seattle","Washington","Storage",3,169.68,6,0,45.8136
"First Class","Consumer","Pasadena","California","Appliances",1,21.78,2,0,5.6628
"Same Day","Consumer","Madison","Wisconsin","Fasteners",0,1.81,1,0,0.6516
"Standard Class","Corporate","San Diego","California","Chairs",4,523.392,3,0.2,52.3392
"Same Day","Consumer","Greenwood","Indiana","Chairs",0,1424.9,5,0,356.225
"Standard Class","Corporate","Los Angeles","California","Art",7,5.76,2,0,1.6704
"Standard Class","Consumer","Portland","Oregon","Storage",4,443.92,5,0.2,-94.333
"Second Class","Consumer","Columbus","Ohio","Art",3,9.912,3,0.2,1.239
"Standard Class","Consumer","Burlington","Vermont","Paper",4,12.28,1,0,5.7716
"Second Class","Corporate","Houston","Texas","Paper",2,79.92,5,0.2,27.972
"Standard Class","Consumer","Philadelphia","Pennsylvania","Furnishings",5,43.296,2,0.2,4.3296
"First Class","Consumer","Temecula","California","Accessories",2,248.85,5,0,27.3735
"Standard Class","Consumer","Dallas","Texas","Supplies",5,51.52,5,0.2,-10.948
"Standard Class","Corporate","Philadelphia","Pennsylvania","Labels",4,24.84,3,0.2,8.694
"First Class","Corporate","Indianapolis","Indiana","Storage",3,386.34,2,0,54.0876
"Second Class","Consumer","Lawrence","Indiana","Accessories",2,155.34,6,0,55.9224
"Standard Class","Home Office","Jacksonville","Florida","Art",4,16.256,2,0.2,1.2192
"First Class","Corporate","San Diego","California","Labels",2,18.9,3,0,8.694
"Second Class","Consumer","Henderson","Kentucky","Fasteners",5,20,4,0,9.6
"First Class","Corporate","Detroit","Michigan","Machines",3,3059.982,2,0.1,679.996
"Standard Class","Corporate","Revere","Massachusetts","Binders",5,6.24,2,0,3.0576
"Second Class","Home Office","Washington","District of Columbia","Art",5,33.92,8,0,13.2288
"Standard Class","Consumer","San Francisco","California","Phones",4,239.984,2,0.2,23.9984
"Same Day","Home Office","Newport News","Virginia","Paper",0,191.6,4,0,91.968
"Standard Class","Corporate","San Francisco","California","Tables",5,863.128,7,0.2,-32.3673
"Standard Class","Consumer","Oklahoma City","Oklahoma","Paper",6,10.56,2,0,4.752
"Standard Class","Consumer","Decatur","Illinois","Fasteners",5,18.368,2,0.2,6.1992
"First Class","Corporate","Springfield","Ohio","Machines",2,652.995,7,0.7,-935.9595
"Standard Class","Corporate","San Francisco","California","Paper",4,33.4,5,0,16.032
"Standard Class","Home Office","New York City","New York","Binders",4,9.088,4,0.2,3.2944
"Second Class","Consumer","Hollywood","Florida","Paper",4,32.064,6,0.2,11.2224
"Standard Class","Consumer","San Francisco","California","Supplies",7,7.36,2,0,0.1472
"Standard Class","Corporate","Detroit","Michigan","Appliances",5,65.52,5,0.1,12.376
"Second Class","Home Office","Monroe","Louisiana","Accessories",5,29,2,0,7.25
"First Class","Consumer","Jacksonville","Florida","Furnishings",1,34.504,1,0.2,6.0382
"Standard Class","Home Office","Troy","Ohio","Binders",6,121.104,6,0.7,-100.92
"First Class","Consumer","Lowell","Massachusetts","Furnishings",2,9.82,2,0,3.2406
"Standard Class","Consumer","Peoria","Arizona","Accessories",6,252.8,4,0.2,-31.6
"Same Day","Consumer","Columbus","Ohio","Binders",0,6.732,6,0.7,-4.488
"First Class","Consumer","New York City","New York","Binders",1,1.728,1,0.2,0.6048
"Standard Class","Corporate","Camarillo","California","Furnishings",5,122.91,3,0,34.4148
"Second Class","Consumer","Auburn","New York","Art",2,30.48,3,0,7.9248
"Second Class","Consumer","Florence","Alabama","Chairs",2,1819.86,14,0,163.7874
"Standard Class","Consumer","Chesapeake","Virginia","Fasteners",5,45,9,0,21.6
"Standard Class","Home Office","Holyoke","Massachusetts","Bookcases",5,301.96,2,0,60.392
"First Class","Corporate","Newark","Delaware","Accessories",2,104.97,3,0,7.3479
"Standard Class","Consumer","Quincy","Illinois","Labels",4,19.824,6,0.2,6.4428
"Standard Class","Consumer","Cedar Hill","Texas","Envelopes",4,7.08,3,0.2,2.478
"Standard Class","Consumer","Monroe","North Carolina","Paper",4,64.704,3,0.2,23.4552
"Standard Class","Corporate","Camarillo","California","Chairs",5,722.352,3,0.2,81.2646
"Standard Class","Consumer","Louisville","Colorado","Phones",4,201.584,2,0.2,20.1584
"First Class","Consumer","Philadelphia","Pennsylvania","Phones",3,83.988,2,0.4,-20.997
